file_name,label
mnist_image_0000.png,8
mnist_image_0001.png,4
mnist_image_0002.png,8
mnist_image_0003.png,7
mnist_image_0004.png,7
mnist_image_0005.png,0
mnist_image_0006.png,6
mnist_image_0007.png,2
mnist_image_0008.png,7
mnist_image_0009.png,4
mnist_image_0010.png,3
mnist_image_0011.png,9
mnist_image_0012.png,9
mnist_image_0013.png,8
mnist_image_0014.png,2
mnist_image_0015.png,5
mnist_image_0016.png,9
mnist_image_0017.png,1
mnist_image_0018.png,7
mnist_image_0019.png,8
mnist_image_0020.png,0
mnist_image_0021.png,0
mnist_image_0022.png,0
mnist_image_0023.png,3
mnist_image_0024.png,6
mnist_image_0025.png,3
mnist_image_0026.png,6
mnist_image_0027.png,1
mnist_image_0028.png,6
mnist_image_0029.png,9
mnist_image_0030.png,7
mnist_image_0031.png,6
mnist_image_0032.png,0
mnist_image_0033.png,8
mnist_image_0034.png,5
mnist_image_0035.png,5
mnist_image_0036.png,2
mnist_image_0037.png,9
mnist_image_0038.png,1
mnist_image_0039.png,6
mnist_image_0040.png,4
mnist_image_0041.png,9
mnist_image_0042.png,7
mnist_image_0043.png,7
mnist_image_0044.png,4
mnist_image_0045.png,5
mnist_image_0046.png,2
mnist_image_0047.png,7
mnist_image_0048.png,3
mnist_image_0049.png,9
mnist_image_0050.png,2
mnist_image_0051.png,0
mnist_image_0052.png,6
mnist_image_0053.png,8
mnist_image_0054.png,5
mnist_image_0055.png,3
mnist_image_0056.png,1
mnist_image_0057.png,4
mnist_image_0058.png,0
mnist_image_0059.png,9
mnist_image_0060.png,1
mnist_image_0061.png,7
mnist_image_0062.png,5
mnist_image_0063.png,3
mnist_image_0064.png,9
mnist_image_0065.png,5
mnist_image_0066.png,7
mnist_image_0067.png,9
mnist_image_0068.png,6
mnist_image_0069.png,0
mnist_image_0070.png,1
mnist_image_0071.png,7
mnist_image_0072.png,3
mnist_image_0073.png,0
mnist_image_0074.png,4
mnist_image_0075.png,3
mnist_image_0076.png,4
mnist_image_0077.png,3
mnist_image_0078.png,5
mnist_image_0079.png,6
mnist_image_0080.png,6
mnist_image_0081.png,6
mnist_image_0082.png,8
mnist_image_0083.png,2
mnist_image_0084.png,7
mnist_image_0085.png,1
mnist_image_0086.png,1
mnist_image_0087.png,3
mnist_image_0088.png,8
mnist_image_0089.png,8
mnist_image_0090.png,7
mnist_image_0091.png,5
mnist_image_0092.png,1
mnist_image_0093.png,8
mnist_image_0094.png,2
mnist_image_0095.png,0
mnist_image_0096.png,8
mnist_image_0097.png,7
mnist_image_0098.png,3
mnist_image_0099.png,0
mnist_image_0100.png,3
mnist_image_0101.png,4
mnist_image_0102.png,0
mnist_image_0103.png,4
mnist_image_0104.png,4
mnist_image_0105.png,5
mnist_image_0106.png,1
mnist_image_0107.png,3
mnist_image_0108.png,5
mnist_image_0109.png,0
mnist_image_0110.png,8
mnist_image_0111.png,3
mnist_image_0112.png,7
mnist_image_0113.png,1
mnist_image_0114.png,9
mnist_image_0115.png,9
mnist_image_0116.png,1
mnist_image_0117.png,3
mnist_image_0118.png,9
mnist_image_0119.png,1
mnist_image_0120.png,5
mnist_image_0121.png,7
mnist_image_0122.png,8
mnist_image_0123.png,4
mnist_image_0124.png,8
mnist_image_0125.png,1
mnist_image_0126.png,2
mnist_image_0127.png,0
mnist_image_0128.png,9
mnist_image_0129.png,9
mnist_image_0130.png,1
mnist_image_0131.png,6
mnist_image_0132.png,3
mnist_image_0133.png,9
mnist_image_0134.png,3
mnist_image_0135.png,5
mnist_image_0136.png,6
mnist_image_0137.png,3
mnist_image_0138.png,1
mnist_image_0139.png,1
mnist_image_0140.png,3
mnist_image_0141.png,4
mnist_image_0142.png,2
mnist_image_0143.png,1
mnist_image_0144.png,4
mnist_image_0145.png,3
mnist_image_0146.png,5
mnist_image_0147.png,6
mnist_image_0148.png,2
mnist_image_0149.png,8
mnist_image_0150.png,2
mnist_image_0151.png,1
mnist_image_0152.png,8
mnist_image_0153.png,7
mnist_image_0154.png,0
mnist_image_0155.png,6
mnist_image_0156.png,4
mnist_image_0157.png,7
mnist_image_0158.png,7
mnist_image_0159.png,0
mnist_image_0160.png,8
mnist_image_0161.png,1
mnist_image_0162.png,5
mnist_image_0163.png,5
mnist_image_0164.png,2
mnist_image_0165.png,3
mnist_image_0166.png,5
mnist_image_0167.png,0
mnist_image_0168.png,0
mnist_image_0169.png,8
mnist_image_0170.png,0
mnist_image_0171.png,9
mnist_image_0172.png,1
mnist_image_0173.png,0
mnist_image_0174.png,7
mnist_image_0175.png,6
mnist_image_0176.png,4
mnist_image_0177.png,2
mnist_image_0178.png,2
mnist_image_0179.png,8
mnist_image_0180.png,2
mnist_image_0181.png,5
mnist_image_0182.png,7
mnist_image_0183.png,3
mnist_image_0184.png,6
mnist_image_0185.png,6
mnist_image_0186.png,2
mnist_image_0187.png,1
mnist_image_0188.png,2
mnist_image_0189.png,3
mnist_image_0190.png,9
mnist_image_0191.png,1
mnist_image_0192.png,7
mnist_image_0193.png,9
mnist_image_0194.png,8
mnist_image_0195.png,6
mnist_image_0196.png,5
mnist_image_0197.png,3
mnist_image_0198.png,5
mnist_image_0199.png,9
mnist_image_0200.png,1
mnist_image_0201.png,5
mnist_image_0202.png,9
mnist_image_0203.png,3
mnist_image_0204.png,8
mnist_image_0205.png,2
mnist_image_0206.png,9
mnist_image_0207.png,3
mnist_image_0208.png,8
mnist_image_0209.png,1
mnist_image_0210.png,3
mnist_image_0211.png,9
mnist_image_0212.png,4
mnist_image_0213.png,1
mnist_image_0214.png,5
mnist_image_0215.png,6
mnist_image_0216.png,9
mnist_image_0217.png,5
mnist_image_0218.png,9
mnist_image_0219.png,0
mnist_image_0220.png,9
mnist_image_0221.png,1
mnist_image_0222.png,4
mnist_image_0223.png,5
mnist_image_0224.png,1
mnist_image_0225.png,1
mnist_image_0226.png,2
mnist_image_0227.png,3
mnist_image_0228.png,3
mnist_image_0229.png,4
mnist_image_0230.png,0
mnist_image_0231.png,7
mnist_image_0232.png,4
mnist_image_0233.png,6
mnist_image_0234.png,5
mnist_image_0235.png,7
mnist_image_0236.png,9
mnist_image_0237.png,8
mnist_image_0238.png,7
mnist_image_0239.png,4
mnist_image_0240.png,4
mnist_image_0241.png,9
mnist_image_0242.png,4
mnist_image_0243.png,3
mnist_image_0244.png,7
mnist_image_0245.png,7
mnist_image_0246.png,4
mnist_image_0247.png,6
mnist_image_0248.png,6
mnist_image_0249.png,9
mnist_image_0250.png,9
mnist_image_0251.png,6
mnist_image_0252.png,3
mnist_image_0253.png,4
mnist_image_0254.png,6
mnist_image_0255.png,6
mnist_image_0256.png,9
mnist_image_0257.png,8
mnist_image_0258.png,3
mnist_image_0259.png,0
mnist_image_0260.png,7
mnist_image_0261.png,0
mnist_image_0262.png,7
mnist_image_0263.png,3
mnist_image_0264.png,3
mnist_image_0265.png,0
mnist_image_0266.png,1
mnist_image_0267.png,5
mnist_image_0268.png,5
mnist_image_0269.png,3
mnist_image_0270.png,1
mnist_image_0271.png,8
mnist_image_0272.png,6
mnist_image_0273.png,1
mnist_image_0274.png,1
mnist_image_0275.png,6
mnist_image_0276.png,8
mnist_image_0277.png,5
mnist_image_0278.png,8
mnist_image_0279.png,9
mnist_image_0280.png,5
mnist_image_0281.png,4
mnist_image_0282.png,9
mnist_image_0283.png,9
mnist_image_0284.png,6
mnist_image_0285.png,1
mnist_image_0286.png,7
mnist_image_0287.png,2
mnist_image_0288.png,1
mnist_image_0289.png,3
mnist_image_0290.png,7
mnist_image_0291.png,3
mnist_image_0292.png,7
mnist_image_0293.png,8
mnist_image_0294.png,1
mnist_image_0295.png,8
mnist_image_0296.png,8
mnist_image_0297.png,7
mnist_image_0298.png,4
mnist_image_0299.png,4
mnist_image_0300.png,1
mnist_image_0301.png,6
mnist_image_0302.png,2
mnist_image_0303.png,2
mnist_image_0304.png,6
mnist_image_0305.png,3
mnist_image_0306.png,1
mnist_image_0307.png,9
mnist_image_0308.png,5
mnist_image_0309.png,5
mnist_image_0310.png,6
mnist_image_0311.png,4
mnist_image_0312.png,9
mnist_image_0313.png,8
mnist_image_0314.png,5
mnist_image_0315.png,3
mnist_image_0316.png,0
mnist_image_0317.png,1
mnist_image_0318.png,5
mnist_image_0319.png,9
mnist_image_0320.png,0
mnist_image_0321.png,6
mnist_image_0322.png,3
mnist_image_0323.png,1
mnist_image_0324.png,3
mnist_image_0325.png,5
mnist_image_0326.png,7
mnist_image_0327.png,4
mnist_image_0328.png,2
mnist_image_0329.png,9
mnist_image_0330.png,7
mnist_image_0331.png,7
mnist_image_0332.png,8
mnist_image_0333.png,9
mnist_image_0334.png,9
mnist_image_0335.png,8
mnist_image_0336.png,0
mnist_image_0337.png,0
mnist_image_0338.png,8
mnist_image_0339.png,3
mnist_image_0340.png,0
mnist_image_0341.png,0
mnist_image_0342.png,0
mnist_image_0343.png,2
mnist_image_0344.png,3
mnist_image_0345.png,7
mnist_image_0346.png,0
mnist_image_0347.png,6
mnist_image_0348.png,2
mnist_image_0349.png,6
mnist_image_0350.png,8
mnist_image_0351.png,1
mnist_image_0352.png,1
mnist_image_0353.png,3
mnist_image_0354.png,1
mnist_image_0355.png,3
mnist_image_0356.png,8
mnist_image_0357.png,9
mnist_image_0358.png,2
mnist_image_0359.png,4
mnist_image_0360.png,0
mnist_image_0361.png,3
mnist_image_0362.png,4
mnist_image_0363.png,9
mnist_image_0364.png,5
mnist_image_0365.png,3
mnist_image_0366.png,6
mnist_image_0367.png,2
mnist_image_0368.png,2
mnist_image_0369.png,0
mnist_image_0370.png,7
mnist_image_0371.png,4
mnist_image_0372.png,5
mnist_image_0373.png,4
mnist_image_0374.png,8
mnist_image_0375.png,1
mnist_image_0376.png,3
mnist_image_0377.png,7
mnist_image_0378.png,2
mnist_image_0379.png,3
mnist_image_0380.png,0
mnist_image_0381.png,1
mnist_image_0382.png,0
mnist_image_0383.png,1
mnist_image_0384.png,4
mnist_image_0385.png,2
mnist_image_0386.png,2
mnist_image_0387.png,4
mnist_image_0388.png,5
mnist_image_0389.png,4
mnist_image_0390.png,0
mnist_image_0391.png,6
mnist_image_0392.png,0
mnist_image_0393.png,1
mnist_image_0394.png,2
mnist_image_0395.png,3
mnist_image_0396.png,7
mnist_image_0397.png,4
mnist_image_0398.png,0
mnist_image_0399.png,0
mnist_image_0400.png,2
mnist_image_0401.png,6
mnist_image_0402.png,6
mnist_image_0403.png,0
mnist_image_0404.png,0
mnist_image_0405.png,6
mnist_image_0406.png,3
mnist_image_0407.png,9
mnist_image_0408.png,3
mnist_image_0409.png,7
mnist_image_0410.png,6
mnist_image_0411.png,3
mnist_image_0412.png,5
mnist_image_0413.png,7
mnist_image_0414.png,2
mnist_image_0415.png,0
mnist_image_0416.png,6
mnist_image_0417.png,8
mnist_image_0418.png,9
mnist_image_0419.png,4
mnist_image_0420.png,6
mnist_image_0421.png,8
mnist_image_0422.png,4
mnist_image_0423.png,9
mnist_image_0424.png,3
mnist_image_0425.png,1
mnist_image_0426.png,4
mnist_image_0427.png,5
mnist_image_0428.png,8
mnist_image_0429.png,6
mnist_image_0430.png,2
mnist_image_0431.png,8
mnist_image_0432.png,6
mnist_image_0433.png,5
mnist_image_0434.png,0
mnist_image_0435.png,2
mnist_image_0436.png,6
mnist_image_0437.png,3
mnist_image_0438.png,8
mnist_image_0439.png,1
mnist_image_0440.png,1
mnist_image_0441.png,6
mnist_image_0442.png,2
mnist_image_0443.png,9
mnist_image_0444.png,1
mnist_image_0445.png,0
mnist_image_0446.png,8
mnist_image_0447.png,8
mnist_image_0448.png,0
mnist_image_0449.png,7
mnist_image_0450.png,2
mnist_image_0451.png,3
mnist_image_0452.png,1
mnist_image_0453.png,2
mnist_image_0454.png,8
mnist_image_0455.png,2
mnist_image_0456.png,1
